,signalerLocation,receiverLocation,intention,signalSpace,targetDictionary,nTargets,barrier,abstractSetup,predSignalNoActionUtility,rotation,revTargetDict,recTraj,recActSeq,sigTraj,sigActSeq
15,"(9, 4)","(3, 4)",green triangle30,"['purple', 'circle', 'triangle', 'green']","{(3, 0): 'green triangle30', (1, 2): 'purple triangle12', (4, 8): 'green circle48'}",3,N,PragOnly,triangle,270,"{'green triangle30': (3, 0), 'purple triangle12': (1, 2), 'green circle48': (4, 8)}","{'green triangle30': [(3, 4), (3, 3), (3, 2), (3, 1), (3, 0)], 'purple triangle12': [(3, 4), (3, 3), (3, 2), (2, 2), (1, 2)], 'green circle48': [(3, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8)]}","{'green triangle30': ['down', 'down', 'down', 'down'], 'purple triangle12': ['down', 'down', 'left', 'left'], 'green circle48': ['right', 'up', 'up', 'up', 'up']}","{'green triangle30': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (3, 3), (3, 2), (3, 1), (3, 0)], 'purple triangle12': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (1, 3), (1, 2)], 'green circle48': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8)]}","{'green triangle30': ['left', 'left', 'left', 'left', 'left', 'left', 'down', 'down', 'down', 'down'], 'purple triangle12': ['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'down', 'down'], 'green circle48': ['left', 'left', 'left', 'left', 'left', 'up', 'up', 'up', 'up']}"
16,"(4, 0)","(4, 6)",purple circle87,"['square', 'orange', 'circle', 'purple']","{(8, 7): 'purple circle87', (0, 7): 'orange circle07', (3, 4): 'purple square34'}",3,N,PragOnly,circle,0,"{'purple circle87': (8, 7), 'orange circle07': (0, 7), 'purple square34': (3, 4)}","{'purple circle87': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'orange circle07': [(4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)], 'purple square34': [(4, 6), (4, 5), (4, 4), (3, 4)]}","{'purple circle87': ['up', 'right', 'right', 'right', 'right'], 'orange circle07': ['up', 'left', 'left', 'left', 'left'], 'purple square34': ['down', 'down', 'left']}","{'purple circle87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'orange circle07': [(4, 0), (3, 0), (2, 0), (1, 0), (0, 0), (0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7)], 'purple square34': [(4, 0), (3, 0), (3, 1), (3, 2), (3, 3), (3, 4)]}","{'purple circle87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'orange circle07': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up', 'up', 'up', 'up'], 'purple square34': ['left', 'up', 'up', 'up', 'up']}"
17,"(0, 5)","(6, 5)",purple square87,"['square', 'orange', 'triangle', 'purple']","{(8, 7): 'purple square87', (7, 2): 'orange square72', (4, 9): 'purple triangle49'}",3,N,PragOnly,square,90,"{'purple square87': (8, 7), 'orange square72': (7, 2), 'purple triangle49': (4, 9)}","{'purple square87': [(6, 5), (7, 5), (8, 5), (8, 6), (8, 7)], 'orange square72': [(6, 5), (7, 5), (7, 4), (7, 3), (7, 2)], 'purple triangle49': [(6, 5), (6, 6), (6, 7), (6, 8), (6, 9), (5, 9), (4, 9)]}","{'purple square87': ['right', 'right', 'up', 'up'], 'orange square72': ['right', 'down', 'down', 'down'], 'purple triangle49': ['up', 'up', 'up', 'up', 'left', 'left']}","{'purple square87': [(0, 5), (0, 6), (0, 7), (1, 7), (2, 7), (3, 7), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'orange square72': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 4), (7, 3), (7, 2)], 'purple triangle49': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9)]}","{'purple square87': ['up', 'up', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right'], 'orange square72': ['right', 'right', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'down'], 'purple triangle49': ['right', 'right', 'right', 'right', 'up', 'up', 'up', 'up']}"
18,"(5, 9)","(5, 3)",purple triangle22,"['orange', 'circle', 'triangle', 'purple']","{(2, 2): 'purple triangle22', (4, 0): 'orange triangle40', (6, 5): 'purple circle65'}",3,N,PragOnly,triangle,180,"{'purple triangle22': (2, 2), 'orange triangle40': (4, 0), 'purple circle65': (6, 5)}","{'purple triangle22': [(5, 3), (4, 3), (3, 3), (2, 3), (2, 2)], 'orange triangle40': [(5, 3), (5, 2), (5, 1), (5, 0), (4, 0)], 'purple circle65': [(5, 3), (6, 3), (6, 4), (6, 5)]}","{'purple triangle22': ['left', 'left', 'left', 'down'], 'orange triangle40': ['down', 'down', 'down', 'left'], 'purple circle65': ['right', 'up', 'up']}","{'purple triangle22': [(5, 9), (4, 9), (3, 9), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2)], 'orange triangle40': [(5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1), (5, 0), (4, 0)], 'purple circle65': [(5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (6, 5)]}","{'purple triangle22': ['left', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down'], 'orange triangle40': ['down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'left'], 'purple circle65': ['down', 'down', 'down', 'down', 'right']}"
19,"(9, 4)","(3, 4)",green circle31,"['square', 'orange', 'circle', 'green']","{(3, 1): 'green circle31', (0, 4): 'orange circle04', (5, 8): 'green square58'}",3,N,PragOnly,circle,270,"{'green circle31': (3, 1), 'orange circle04': (0, 4), 'green square58': (5, 8)}","{'green circle31': [(3, 4), (3, 3), (3, 2), (3, 1)], 'orange circle04': [(3, 4), (2, 4), (1, 4), (0, 4)], 'green square58': [(3, 4), (4, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8)]}","{'green circle31': ['down', 'down', 'down'], 'orange circle04': ['left', 'left', 'left'], 'green square58': ['right', 'right', 'up', 'up', 'up', 'up']}","{'green circle31': [(9, 4), (9, 3), (9, 2), (9, 1), (8, 1), (7, 1), (6, 1), (5, 1), (4, 1), (3, 1)], 'orange circle04': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)], 'green square58': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (5, 5), (5, 6), (5, 7), (5, 8)]}","{'green circle31': ['down', 'down', 'down', 'left', 'left', 'left', 'left', 'left', 'left'], 'orange circle04': ['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left'], 'green square58': ['left', 'left', 'left', 'left', 'up', 'up', 'up', 'up']}"
20,"(4, 0)","(4, 6)",orange square87;orange square42,"['square', 'orange', 'triangle', 'green']","{(8, 7): 'orange square87', (4, 2): 'orange square42', (0, 7): 'green triangle07'}",3,N,UtilOnly,orange,0,"{'orange square87': (8, 7), 'orange square42': (4, 2), 'green triangle07': (0, 7)}","{'orange square87': [(4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'orange square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'green triangle07': [(4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]}","{'orange square87': ['up', 'right', 'right', 'right', 'right'], 'orange square42': ['down', 'down', 'down', 'down'], 'green triangle07': ['up', 'left', 'left', 'left', 'left']}","{'orange square87': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (5, 7), (6, 7), (7, 7), (8, 7)], 'orange square42': [(4, 0), (4, 1), (4, 2)], 'green triangle07': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (3, 7), (2, 7), (1, 7), (0, 7)]}","{'orange square87': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right', 'right'], 'orange square42': ['up', 'up'], 'green triangle07': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
21,"(0, 5)","(6, 5)",orange circle59;orange circle25,"['orange', 'circle', 'triangle', 'green']","{(5, 9): 'orange circle59', (2, 5): 'orange circle25', (7, 1): 'green triangle71'}",3,N,UtilOnly,orange,90,"{'orange circle59': (5, 9), 'orange circle25': (2, 5), 'green triangle71': (7, 1)}","{'orange circle59': [(6, 5), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)], 'orange circle25': [(6, 5), (5, 5), (4, 5), (3, 5), (2, 5)], 'green triangle71': [(6, 5), (6, 4), (6, 3), (6, 2), (6, 1), (7, 1)]}","{'orange circle59': ['left', 'up', 'up', 'up', 'up'], 'orange circle25': ['left', 'left', 'left', 'left'], 'green triangle71': ['down', 'down', 'down', 'down', 'right']}","{'orange circle59': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (5, 6), (5, 7), (5, 8), (5, 9)], 'orange circle25': [(0, 5), (1, 5), (2, 5)], 'green triangle71': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (7, 4), (7, 3), (7, 2), (7, 1)]}","{'orange circle59': ['right', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up'], 'orange circle25': ['right', 'right'], 'green triangle71': ['right', 'right', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'down', 'down']}"
22,"(5, 9)","(5, 3)",orange square90;orange square47,"['square', 'orange', 'triangle', 'purple']","{(9, 0): 'orange square90', (4, 7): 'orange square47', (2, 0): 'purple triangle20'}",3,N,UtilOnly,orange,180,"{'orange square90': (9, 0), 'orange square47': (4, 7), 'purple triangle20': (2, 0)}","{'orange square90': [(5, 3), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (9, 1), (9, 0)], 'orange square47': [(5, 3), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7)], 'purple triangle20': [(5, 3), (5, 2), (5, 1), (5, 0), (4, 0), (3, 0), (2, 0)]}","{'orange square90': ['down', 'right', 'right', 'right', 'right', 'down', 'down'], 'orange square47': ['left', 'up', 'up', 'up', 'up'], 'purple triangle20': ['down', 'down', 'down', 'left', 'left', 'left']}","{'orange square90': [(5, 9), (5, 8), (5, 7), (5, 6), (5, 5), (5, 4), (5, 3), (5, 2), (6, 2), (7, 2), (8, 2), (9, 2), (9, 1), (9, 0)], 'orange square47': [(5, 9), (5, 8), (5, 7), (4, 7)], 'purple triangle20': [(5, 9), (4, 9), (3, 9), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0)]}","{'orange square90': ['down', 'down', 'down', 'down', 'down', 'down', 'down', 'right', 'right', 'right', 'right', 'down', 'down'], 'orange square47': ['down', 'down', 'left'], 'purple triangle20': ['left', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']}"
23,"(9, 4)","(3, 4)",orange triangle17;orange triangle74,"['square', 'orange', 'triangle', 'purple']","{(1, 7): 'orange triangle17', (7, 4): 'orange triangle74', (0, 2): 'purple square02'}",3,N,UtilOnly,orange,270,"{'orange triangle17': (1, 7), 'orange triangle74': (7, 4), 'purple square02': (0, 2)}","{'orange triangle17': [(3, 4), (3, 5), (3, 6), (3, 7), (2, 7), (1, 7)], 'orange triangle74': [(3, 4), (4, 4), (5, 4), (6, 4), (7, 4)], 'purple square02': [(3, 4), (3, 3), (3, 2), (2, 2), (1, 2), (0, 2)]}","{'orange triangle17': ['up', 'up', 'up', 'left', 'left'], 'orange triangle74': ['right', 'right', 'right', 'right'], 'purple square02': ['down', 'down', 'left', 'left', 'left']}","{'orange triangle17': [(9, 4), (9, 5), (9, 6), (9, 7), (8, 7), (7, 7), (6, 7), (5, 7), (4, 7), (3, 7), (2, 7), (1, 7)], 'orange triangle74': [(9, 4), (8, 4), (7, 4)], 'purple square02': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4), (0, 3), (0, 2)]}","{'orange triangle17': ['up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left'], 'orange triangle74': ['left', 'left'], 'purple square02': ['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'down', 'down']}"
24,"(4, 0)","(4, 6)",green circle79;green circle42,"['square', 'circle', 'purple', 'green']","{(7, 9): 'green circle79', (4, 2): 'green circle42', (0, 4): 'purple square04'}",3,N,UtilOnly,green,0,"{'green circle79': (7, 9), 'green circle42': (4, 2), 'purple square04': (0, 4)}","{'green circle79': [(4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)], 'green circle42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'purple square04': [(4, 6), (4, 5), (4, 4), (3, 4), (2, 4), (1, 4), (0, 4)]}","{'green circle79': ['up', 'up', 'up', 'right', 'right', 'right'], 'green circle42': ['down', 'down', 'down', 'down'], 'purple square04': ['down', 'down', 'left', 'left', 'left', 'left']}","{'green circle79': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (4, 9), (5, 9), (6, 9), (7, 9)], 'green circle42': [(4, 0), (4, 1), (4, 2)], 'purple square04': [(4, 0), (3, 0), (2, 0), (2, 1), (2, 2), (2, 3), (2, 4), (1, 4), (0, 4)]}","{'green circle79': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'right', 'right', 'right'], 'green circle42': ['up', 'up'], 'purple square04': ['left', 'left', 'up', 'up', 'up', 'up', 'left', 'left']}"
25,"(0, 5)","(6, 5)",green square51;green square25,"['square', 'circle', 'purple', 'green']","{(5, 1): 'green square51', (2, 5): 'green square25', (9, 9): 'purple circle99'}",3,N,UtilOnly,green,90,"{'green square51': (5, 1), 'green square25': (2, 5), 'purple circle99': (9, 9)}","{'green square51': [(6, 5), (5, 5), (5, 4), (5, 3), (5, 2), (5, 1)], 'green square25': [(6, 5), (5, 5), (4, 5), (3, 5), (2, 5)], 'purple circle99': [(6, 5), (7, 5), (8, 5), (9, 5), (9, 6), (9, 7), (9, 8), (9, 9)]}","{'green square51': ['left', 'down', 'down', 'down', 'down'], 'green square25': ['left', 'left', 'left', 'left'], 'purple circle99': ['right', 'right', 'right', 'up', 'up', 'up', 'up']}","{'green square51': [(0, 5), (0, 4), (1, 4), (2, 4), (3, 4), (4, 4), (5, 4), (5, 3), (5, 2), (5, 1)], 'green square25': [(0, 5), (1, 5), (2, 5)], 'purple circle99': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (9, 6), (9, 7), (9, 8), (9, 9)]}","{'green square51': ['down', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'down'], 'green square25': ['right', 'right'], 'purple circle99': ['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'up', 'up', 'up']}"
26,"(5, 9)","(5, 3)",green triangle81;green triangle57,"['orange', 'circle', 'triangle', 'green']","{(8, 1): 'green triangle81', (5, 7): 'green triangle57', (2, 0): 'orange circle20'}",3,N,UtilOnly,green,180,"{'green triangle81': (8, 1), 'green triangle57': (5, 7), 'orange circle20': (2, 0)}","{'green triangle81': [(5, 3), (6, 3), (7, 3), (8, 3), (8, 2), (8, 1)], 'green triangle57': [(5, 3), (5, 4), (5, 5), (5, 6), (5, 7)], 'orange circle20': [(5, 3), (4, 3), (3, 3), (2, 3), (2, 2), (2, 1), (2, 0)]}","{'green triangle81': ['right', 'right', 'right', 'down', 'down'], 'green triangle57': ['up', 'up', 'up', 'up'], 'orange circle20': ['left', 'left', 'left', 'down', 'down', 'down']}","{'green triangle81': [(5, 9), (6, 9), (7, 9), (8, 9), (8, 8), (8, 7), (8, 6), (8, 5), (8, 4), (8, 3), (8, 2), (8, 1)], 'green triangle57': [(5, 9), (5, 8), (5, 7)], 'orange circle20': [(5, 9), (4, 9), (3, 9), (2, 9), (2, 8), (2, 7), (2, 6), (2, 5), (2, 4), (2, 3), (2, 2), (2, 1), (2, 0)]}","{'green triangle81': ['right', 'right', 'right', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down'], 'green triangle57': ['down', 'down'], 'orange circle20': ['left', 'left', 'left', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down', 'down']}"
27,"(9, 4)","(3, 4)",purple circle08;purple circle76,"['green', 'circle', 'triangle', 'purple']","{(0, 8): 'purple circle08', (7, 6): 'purple circle76', (1, 0): 'green triangle10'}",3,N,UtilOnly,purple,270,"{'purple circle08': (0, 8), 'purple circle76': (7, 6), 'green triangle10': (1, 0)}","{'purple circle08': [(3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (2, 8), (1, 8), (0, 8)], 'purple circle76': [(3, 4), (3, 5), (3, 6), (4, 6), (5, 6), (6, 6), (7, 6)], 'green triangle10': [(3, 4), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (1, 0)]}","{'purple circle08': ['up', 'up', 'up', 'up', 'left', 'left', 'left'], 'purple circle76': ['up', 'up', 'right', 'right', 'right', 'right'], 'green triangle10': ['left', 'left', 'down', 'down', 'down', 'down']}","{'purple circle08': [(9, 4), (9, 5), (9, 6), (9, 7), (9, 8), (8, 8), (7, 8), (6, 8), (5, 8), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)], 'purple circle76': [(9, 4), (9, 5), (9, 6), (8, 6), (7, 6)], 'green triangle10': [(9, 4), (8, 4), (7, 4), (6, 4), (5, 4), (4, 4), (3, 4), (2, 4), (1, 4), (1, 3), (1, 2), (1, 1), (1, 0)]}","{'purple circle08': ['up', 'up', 'up', 'up', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'left'], 'purple circle76': ['up', 'up', 'left', 'left'], 'green triangle10': ['left', 'left', 'left', 'left', 'left', 'left', 'left', 'left', 'down', 'down', 'down', 'down']}"
28,"(4, 0)","(4, 6)",purple square74;purple square42,"['square', 'orange', 'triangle', 'purple']","{(7, 4): 'purple square74', (4, 2): 'purple square42', (0, 8): 'orange triangle08'}",3,N,UtilOnly,purple,0,"{'purple square74': (7, 4), 'purple square42': (4, 2), 'orange triangle08': (0, 8)}","{'purple square74': [(4, 6), (4, 5), (4, 4), (5, 4), (6, 4), (7, 4)], 'purple square42': [(4, 6), (4, 5), (4, 4), (4, 3), (4, 2)], 'orange triangle08': [(4, 6), (3, 6), (2, 6), (1, 6), (0, 6), (0, 7), (0, 8)]}","{'purple square74': ['down', 'down', 'right', 'right', 'right'], 'purple square42': ['down', 'down', 'down', 'down'], 'orange triangle08': ['left', 'left', 'left', 'left', 'up', 'up']}","{'purple square74': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (5, 4), (6, 4), (7, 4)], 'purple square42': [(4, 0), (4, 1), (4, 2)], 'orange triangle08': [(4, 0), (4, 1), (4, 2), (4, 3), (4, 4), (4, 5), (4, 6), (4, 7), (4, 8), (3, 8), (2, 8), (1, 8), (0, 8)]}","{'purple square74': ['up', 'up', 'up', 'up', 'right', 'right', 'right'], 'purple square42': ['up', 'up'], 'orange triangle08': ['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'left', 'left', 'left', 'left']}"
29,"(0, 5)","(6, 5)",purple triangle97;purple triangle25,"['square', 'orange', 'triangle', 'purple']","{(9, 7): 'purple triangle97', (2, 5): 'purple triangle25', (9, 1): 'orange square91'}",3,N,UtilOnly,purple,90,"{'purple triangle97': (9, 7), 'purple triangle25': (2, 5), 'orange square91': (9, 1)}","{'purple triangle97': [(6, 5), (6, 6), (6, 7), (7, 7), (8, 7), (9, 7)], 'purple triangle25': [(6, 5), (5, 5), (4, 5), (3, 5), (2, 5)], 'orange square91': [(6, 5), (7, 5), (8, 5), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1)]}","{'purple triangle97': ['up', 'up', 'right', 'right', 'right'], 'purple triangle25': ['left', 'left', 'left', 'left'], 'orange square91': ['right', 'right', 'right', 'down', 'down', 'down', 'down']}","{'purple triangle97': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (9, 6), (9, 7)], 'purple triangle25': [(0, 5), (1, 5), (2, 5)], 'orange square91': [(0, 5), (1, 5), (2, 5), (3, 5), (4, 5), (5, 5), (6, 5), (7, 5), (8, 5), (9, 5), (9, 4), (9, 3), (9, 2), (9, 1)]}","{'purple triangle97': ['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'up', 'up'], 'purple triangle25': ['right', 'right'], 'orange square91': ['right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'right', 'down', 'down', 'down', 'down']}"
